"path","url","type","sitemap_url_count","sitemap_variants","sitemap_lastmod","http_status","content_type","accessible_html","title","h1","meta_description","displayed_update_date","notes","content_words","content_chars","structural_elements","depends_on_uploaded_document","document_link_count","external_link_count","external_link_result","keep_without_changes","merge_candidate","outdated_or_duplicate","content_quality","editorial_action","confidence"
"/obuchenie/kip/prakticheskie-kip/prakticheskaya-rabota-no9","https://xn--80aabgi1b2am.xn--p1ai/obuchenie/kip/prakticheskie-kip/prakticheskaya-rabota-no9","документ","1","canonical","2024-09-09T09:33:28+03:00","200","text/html; charset=utf-8","yes","Практическая работа №9","Практическая работа №9","""","""","meta description отсутствует; дата обновления в HTML не обнаружена","2209","15249","dl=1; ul=9; table=7","no","0","0","none","yes","no confirmed candidate","no confirmed canonical-page duplicate","adequate","preserve content; migrate into the new information architecture","high"
"/obuchenie/kip/prakticheskie-kip/prakticheskaya-rabota-no2","https://xn--80aabgi1b2am.xn--p1ai/obuchenie/kip/prakticheskie-kip/prakticheskaya-rabota-no2","документ","2","pdf-query;canonical","2024-09-09T09:37:50+03:00;2024-09-09T09:34:56+03:00","200","text/html; charset=utf-8","yes","Практическая работа №2","Практическая работа №2","""","""","meta description отсутствует; дата обновления в HTML не обнаружена","594","3997","dl=1; ol=3; img=10","no","0","0","none","yes","no confirmed candidate","no confirmed canonical-page duplicate","adequate","preserve content; migrate into the new information architecture","high"
"/obuchenie/pm02/lektsii/razdel-1/tema-1-1-organizatsiya-rabot-po-montazhu-sistem-avtomatizatsii/priemka-obekta-pod-montazh","https://xn--80aabgi1b2am.xn--p1ai/obuchenie/pm02/lektsii/razdel-1/tema-1-1-organizatsiya-rabot-po-montazhu-sistem-avtomatizatsii/priemka-obekta-pod-montazh","статья","2","canonical;pdf-query","2024-09-09T09:28:14+03:00;2024-09-09T09:31:29+03:00","200","text/html; charset=utf-8","yes","Приемка объекта под монтаж","Приемка объекта под монтаж","""","""","meta description отсутствует; дата обновления в HTML не обнаружена","489","4082","dl=1; ul=3","no","0","0","none","yes","no confirmed candidate","no confirmed canonical-page duplicate","adequate","preserve content; migrate into the new information architecture","high"
"/obuchenie/pm02/lektsii/razdel-1/tema-1-1-organizatsiya-rabot-po-montazhu-sistem-avtomatizatsii","https://xn--80aabgi1b2am.xn--p1ai/obuchenie/pm02/lektsii/razdel-1/tema-1-1-organizatsiya-rabot-po-montazhu-sistem-avtomatizatsii","подраздел","1","canonical","2024-09-09T09:27:49+03:00","200","text/html; charset=utf-8","yes","Тема 1.1 Организация работ по монтажу систем автоматизации","Тема 1.1 Организация работ по монтажу систем автоматизации","""","""","meta description отсутствует; дата обновления в HTML не обнаружена","1940","16810","dl=5; table=1; ul=12; ol=3","no","0","0","none","yes","no confirmed candidate","no confirmed canonical-page duplicate","adequate","preserve content; migrate into the new information architecture","high"
"/obuchenie/kip","https://xn--80aabgi1b2am.xn--p1ai/obuchenie/kip","подраздел","1","canonical","2024-09-09T09:29:11+03:00","200","text/html; charset=utf-8","yes","КИП","""","""","""","H1 отсутствует; meta description отсутствует; дата обновления в HTML не обнаружена","230","1768","ul=25; img=1","yes","4","21","not confirmed for 1 link(s)","review","no confirmed candidate","no confirmed canonical-page duplicate","incomplete: H1 missing","add a descriptive H1 before migration","medium"
"/","https://xn--80aabgi1b2am.xn--p1ai/","главная","1","canonical","2024-09-09T09:19:40+03:00","200","text/html; charset=utf-8","yes","Обо мне","Бардаков Дмитрий Николаевич","""","""","meta description отсутствует; дата обновления в HTML не обнаружена","218","1631","ul=23; img=19","yes","2","12","not confirmed for 2 link(s)","yes","no confirmed candidate","no confirmed canonical-page duplicate","adequate","preserve content; migrate into the new information architecture","medium"
"/vospitanie/dlya-roditelej/prakticheskie-sovety-roditelyam-vo-vremya-ekzamena","https://xn--80aabgi1b2am.xn--p1ai/vospitanie/dlya-roditelej/prakticheskie-sovety-roditelyam-vo-vremya-ekzamena","статья","2","pdf-query;canonical","2024-09-09T09:36:34+03:00;2024-09-09T09:33:16+03:00","200","text/html; charset=utf-8","yes","Практические советы родителям во время экзамена","Для родителей","""","""","meta description отсутствует; дата обновления в HTML не обнаружена","620","4441","","no","0","0","none","yes","no confirmed candidate","no confirmed canonical-page duplicate","adequate","preserve content; migrate into the new information architecture","high"
"/obo-mne/kontakty","https://xn--80aabgi1b2am.xn--p1ai/obo-mne/kontakty","контактная","1","canonical","2024-09-09T09:28:36+03:00","200","text/html; charset=utf-8","yes","Контакты","Контакты","""","""","meta description отсутствует; дата обновления в HTML не обнаружена","43","312","dl=2","no","0","0","none","yes","no confirmed candidate","no confirmed canonical-page duplicate","short but expected for contact page","preserve contact details; verify destination and privacy wording","high"
"/vospitanie/dlya-roditelej","https://xn--80aabgi1b2am.xn--p1ai/vospitanie/dlya-roditelej","подраздел","1","canonical","2024-09-09T09:27:52+03:00","200","text/html; charset=utf-8","yes","Для родителей","Для родителей","""","""","meta description отсутствует; дата обновления в HTML не обнаружена","396","2919","ul=1; ol=1","no","0","0","none","yes","no confirmed candidate","no confirmed canonical-page duplicate","adequate","preserve content; migrate into the new information architecture","high"
"/obo-mne/metodicheskaya-rabota","https://xn--80aabgi1b2am.xn--p1ai/obo-mne/metodicheskaya-rabota","подраздел","1","canonical","2024-09-09T09:28:30+03:00","200","text/html; charset=utf-8","yes","Методическая работа","Методическая работа","""","""","meta description отсутствует; дата обновления в HTML не обнаружена","325","2911","ul=24; img=2","yes","3","42","not confirmed for 1 link(s)","yes","no confirmed candidate","no confirmed canonical-page duplicate","adequate","preserve content; migrate into the new information architecture","medium"
